Id,SaveChapter,NextLv,ChapterState,JumpMark,Speaker ID,SpeakerName(Add),SpeakerPosition,isChoiceLoop,choiceKeyaPath,choiceKeyNeed,DialogueMode,BGFile,BG Image,Fade,Body,Head,Expression,Add Item,Del Item Path,Del Item,BGM File,Voice File,Voice Name,SFx File,Vibrate,CGFile,CG,DialogueBoxOnOff,Animation,ImgEffect,PropName,PropAnim,Mode,Investivation Label,Call Function,Call Function2,Road1,Road2,Road3,Main menu
992,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0023,,0,,,1,,,,,,,,,,,,
993,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0299,,0,,,1,,,,,,,,,,,,
994,Chapter5,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
995,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Normal,,,,,石妍,0024,,0,,,1,,,,,,,,,,,,
996,Chapter5,-1,0,998,997,Choice1,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
997,Chapter5,-1,0,1008,998,Choice2,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
998,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0300,,0,,,1,,,,,,,,,,,,
999,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0025,,0,,,1,,,,,,,,,,,,
1000,Chapter5,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1001,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Surprise,,,,,李誠,0301,,0,,,1,,,,,,,,,,,,
1002,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0026,,0,,,1,,,,,,,,,,,,
1003,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Shy2,,,,,李誠,0302,,0,,,1,,,,,,,,,,,,
1004,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0027,,0,,,1,,,,,,,,,,,,
1005,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Shy,,,,,李誠,0303,,0,,,1,,,,,,,,,,,,
1006,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0028,,0,,,1,,,,,,,,,,,,
1007,Chapter5,-1,0,1017,800,Narration,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1008,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Shy,,,,,李誠,0304,,0,,,1,,,,,,,,,,,,
1009,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Normal,,,,,石妍,0029,,0,,,1,,,,,,,,,,,,
1010,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Shy2,,,,,李誠,0305,,0,,,1,,,,,,,,,,,,
1011,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0030,,0,,,1,,,,,,,,,,,,
1012,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0306,,0,,,1,,,,,,,,,,,,
1013,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0031,,0,,,1,,,,,,,,,,,,
1014,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0307,,0,,,1,,,,,,,,,,,,
1015,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0032,,0,,,1,,,,,,,,,,,,
1016,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Surprise,,,,,李誠,0308,,0,,,1,,,,,,,,,,,,
1017,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0033,,0,,,1,,,,,,,,,,,,
1018,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0309,,0,,,1,,,,,,,,,,,,
1019,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Normal,,,,,石妍,0034,,0,,,1,,,,,,,,,,,,
1020,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Surprise,,,,,李誠,0310,,0,,,1,,,,,,,,,,,,
1021,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0035,,0,,,1,,,,,,,,,,,,
1022,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0311,,0,,,1,,,,,,,,,,,,
1023,Chapter5,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1024,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Surprise,,,,,李誠,0312,,0,,,1,,,,,,,,,,,,
1025,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Normal,,,,,石妍,0036,,0,,,1,,,,,,,,,,,,
1026,Chapter5,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1027,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Shy,,,,,李誠,0313,,0,,,1,,,,,,,,,,,,
1028,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0037,,0,,,1,,,,,,,,,,,,
1029,Chapter5,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1030,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0038,,0,,,1,,,,,,,,,,,,
1031,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0314,,0,,,1,,,,,,,,,,,,
1032,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0039,,0,,,1,,,,,,,,,,,,
1033,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Surprise,,,,,李誠,0315,,0,,,1,,,,,,,,,,,,
1034,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0040,,0,,,1,,,,,,,,,,,,
1035,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Surprise,,,,,李誠,0316,,0,,,1,,,,,,,,,,,,
1036,Chapter5,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,都市傳說 - 日常,,,,0,,,1,,,,,,,,,,,,
1037,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Normal,,,,,石妍,0041,,0,,,1,,,,,,,,,,,,
1038,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0317,,0,,,1,,,,,,,,,,,,
1039,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0042,,0,,,1,,,,,,,,,,,,
1040,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0318,,0,,,1,,,,,,,,,,,,
1041,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_CloseEyes,,,,,石妍,0043,,0,,,1,,,,,,,,,,,,
1042,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0319,,0,,,1,,,,,,,,,,,,
1043,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Normal,,,,,石妍,0044,,0,,,1,,,,,,,,,,,,
1044,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0320,,0,,,1,,,,,,,,,,,,
1045,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Normal,,,,,石妍,0045,,0,,,1,,,,,,,,,,,,
1046,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0321,,0,,,1,,,,,,,,,,,,
1047,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0046,,0,,,1,,,,,,,,,,,,
1048,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0322,,0,,,1,,,,,,,,,,,,
1049,Chapter5,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,YinRoom_001,0,Yin_Body_Normal,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0047,,0,,,1,,,,,,,,,,,,
1050,Chapter5,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,YinRoom_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0323,,0,,,1,,,,,,,,,,,,
1051,Chapter5,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1052,Chapter5,1053,-1,-1,0,,NoShow,,,,Default,ChengWing2,YinRoom_001,0,,,,,,,,,,Horror Stab Soundscape,0,,,1,,,,,,,,,,,,
1053,Chapter6,-1,1,-1,0,,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,,,Mountain Audio - Title Whoosh 1,0,,,0,,,,,,,ClearInventory(),,,,,
1054,Chapter6,-1,0,-1,0,WomanVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,懸疑2,葉忻,0001,,0,,,1,,,,,,,,,,,,
1055,Chapter6,-1,0,-1,15,ManVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,陳伯,0001,,0,,,1,,,,,,,,,,,,
1056,Chapter6,-1,0,-1,0,WomanVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,葉忻,0002,,0,,,1,,,,,,,,,,,,
1057,Chapter6,-1,0,-1,15,ManVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,陳伯,0002,,0,,,1,,,,,,,,,,,,
1058,Chapter6,-1,0,-1,0,WomanVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,葉忻,0003,,0,,,1,,,,,,,,,,,,
1059,Chapter6,-1,0,-1,15,ManVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,陳伯,0003,,0,,,1,,,,,,,,,,,,
1060,Chapter6,-1,0,-1,0,WomanVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,葉忻,0004,,0,,,1,,,,,,,,,,,,
1061,Chapter6,-1,0,-1,15,ManVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,陳伯,0004,,0,,,1,,,,,,,,,,,,
1062,Chapter6,-1,0,-1,0,WomanVoice,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,葉忻,0005,,0,,,1,,,,,,,,,,,,
1063,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,ChanBackOnFloor8_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1064,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_006,1,,,,,,,Mysterious Tale,,,,0,,,1,,,,,,,,,,,,
1065,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_006,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1066,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_006,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1067,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_006,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0324,,0,,,1,,,,,,,,,,,,
1068,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_006,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0325,,0,,,1,,,,,,,,,,,,
1069,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_006,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0326,,0,,,1,,,,,,,,,,,,
1070,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_006,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Cry,,,,,李誠,0327,,0,,,1,,,,,,,,,,,,
1071,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_006,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Cry,,,,,李誠,0328,,0,,,1,,,,,,,,,,,,
1072,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_006,0,,,,,,,,,,,0,,,1,,,PaperFlower,In,,,,,,,,
1073,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_006,0,,,,,,,,,,,0,,,1,,,PaperFlower,Out,,,,,,,,
1074,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_006,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,李誠,0329,,0,,,1,,,,,,,,,,,,
1075,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_006,0,,,,,,,Stop,,,Wheelchair1,0,,,1,,,,,,,,,,,,
1076,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_006,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,BGM_緊張,李誠,,,1,,,1,,,,,,,,,,,,
1077,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_006,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1078,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_006,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
1079,Chapter6,-1,0,-1,0,,NoShow,,,,Default,Share,Black,1,,,,,,,,,,Howl,0,,,1,,,,,ChaseGame,ChaseGame1,StartInvestigation2(),,,,,
1080,Chapter6,-1,0,-1,0,,NoShow,,,,Default,Share,Black,1,,,,,,,,,,firedoor_open,0,,,0,NoHeadManOnStairVideo,NoHeadManOnStairVideo,,,,,,,,,,
1081,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_007_ExitDoor,1,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Frightened,,,,,李誠,0330,,1,,,1,,,,,,,CharacterShake(),,,,,
1082,Chapter6,-1,0,-1,0,,NoShow,,,,Default,Share,Black,1,,,,,,,,,,Howl,0,,,1,,,,,TapGame,TapGame5,StartInvestigation2(),,,,,
1083,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_008_Lift,1,,,,,,,,,,14138 elevator door opening interior,0,,,1,,,,,,,,,,,,
1084,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_008_Lift,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0331,,0,,,1,,,,,,,,,,,,
1085,Chapter6,-1,0,-1,0,,NoShow,,,,Default,ChengWing2,Floor3_010_LiftDark,1,,,,,,,Stop,,,,0,,,0,GrandmaAppearVideo2,GrandmaAppearVideo2,,,,,,,,,,
1086,Chapter6,-1,0,-1,0,,NoShow,,,,Default,ChengWing2,Floor3_010_LiftDark,1,,,,,,,,,,hug,0,,,0,GhostHandStopSing,GhostHandStopSing,,,,,,,,,,
1087,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_010_LiftDark,1,,,,,,,恐怖,,,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1088,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0332,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1089,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0017,,1,,,1,,NoHeadManStopSing,,,,,,,,,,
1090,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0333,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1091,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0018,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1092,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0334,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1093,Chapter6,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,,,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1094,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0019,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1095,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0335,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1096,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0336,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1097,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0020,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1098,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0337,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1099,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1100,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0036,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1101,Chapter6,-1,0,1103,997,Choice1,NoShow,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,,,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1102,Chapter6,-1,0,1111,998,Choice2,NoShow,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,,,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1103,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Frightened,,,,,李誠,0339,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1104,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0021,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1105,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Frightened,,,,,李誠,0340,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1106,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0022,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1107,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Frightened,,,,,李誠,0341,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1108,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Frightened,,,,,李誠,0342,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1109,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,,,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1110,Chapter6,-1,0,1118,800,Narration,NoShow,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,,,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1111,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0343,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1112,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0023,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1113,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0344,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1114,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0024,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1115,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0345,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1116,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0025,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1117,Chapter6,-1,0,1118,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0346,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1118,Chapter6,-1,0,-1,5,GhostGrannny,Right,,,,Default,ChengWing2,Floor3_010_LiftDark,0,,,,,,,,鬼婆,0026,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
1119,Chapter6,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor3_010_LiftDark,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Fear,,,,,李誠,0347,,0,,,1,,NoHeadManStopSing,,,,,,,,,,
